school_name,dept_area_code,category,reading,course_id,gender.instructor,gender.first.author,gender.instructor2,gender.last.author,gender.other.author,gender.other.2,gender.instructor3,gender.instructor4,gender.other.3,gender.other.4,gender.other.5,gender.other.6,gender.other.7,gender.other.8,gender.other.9,gender.other.10,gender.other.11,gender.other.67,gender.other.12,gender.other.13,gender.other.14,gender.other.15,gender.other.16,gender.other.17,gender.other.18,gender.other.19,gender.other.20,gender.other.21,gender.other.22,gender.other.23,gender.other.24,gender.other.25,gender.other.26,gender.other.27,gender.other.28,gender.other.29,gender.instructor5,gender.instructor6,gender.instructor7,gender.other.30,gender.other.31,gender.other.32,gender.other.33,gender.other.34,gender.other.35,gender.other.36,gender.other.37,gender.other.38,gender.other.39,gender.other.40,gender.other.41,gender.other.42,gender.other.43,gender.other.44,gender.other.45,gender.other.46,gender.other.47,gender.other.48,gender.other.49,gender.other.50,gender.other.51,gender.other.52,gender.other.53,gender.other.54,gender.other.55,gender.other.56,gender.other.57,gender.other.58,gender.other.59,gender.other.60,gender.other.61,gender.other.62,gender.other.63,gender.first.last.author,femPercAuth,femSumAuth,maleSumAuth,hasUnkAuth,hasNonBiAuth,se_cur_enr,syllabi_central,division,reading_type_clean
5,DA,Other,Towards an Architecture,DA-014,male,male,female,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sole author male,0,0,1,No,No,11,no,upper/grad,book
5,DA,Other,Architecture Essay on Art,DA-014,male,male,female,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sole author male,0,0,1,No,No,11,no,upper/grad,book
5,DA,Other,Atlas of Novel Tectonics,DA-014,male,male,female,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sole author male,0,0,1,No,No,11,no,upper/grad,book
5,DA,Other,The Politics of the Envelope,DA-014,male,male,female,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sole author male,0,0,1,No,No,11,no,upper/grad,journal article
5,DA,Other,Learning from las Vegas.,DA-014,male,male,female,male,female,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,first and last author male,0.3333333333333333,1,2,No,No,11,no,upper/grad,book
5,DE,Other,"Mistry, Jayalaxshmi, et al. 2005. Indigenous fire management in the cerrado of Brazil: the case of the Krah<aa> of Tocant<d5>ns. Human Ecology 33(3): 365-386.",DE-023,male,unknown,NA,male,male,female,NA,NA,unknown,unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,first author unknown and last author male,0.3333333333333333,1,2,Yes,No,11,no,upper/grad,journal article
5,DE,Other,"Murray, Darrel. 2014. Nutrient cycles: ecosystem to ecosphere [PowerPoint presentation extract]. University of Illinois at Chicago Circle, used by permission of author.",DE-023,male,male,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sole author male,0,0,1,No,No,11,no,upper/grad,other
5,DE,Other,"Little, Jane. 2009. The carbon equation: can forests save us from climate change? Nature Conservancy Magazine, Winter 2009: 48-55.",DE-023,male,female,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sole author female,1,1,0,No,No,11,no,upper/grad,other
5,DE,Other,"Lister, Nina-Marie. 2007. Sustainable large parks: ecological design or designer ecology? In: Czerniak, J. and G. Hargreaves, eds. Large Parks. New York: Princeton Architectural Press, pp. 34-57.",DE-023,male,female,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sole author female,1,1,0,No,No,11,no,upper/grad,book chapter
5,DE,Other,"Zivkovic, Boris. 2011. From genes to species: a primer on evolution. Scientific American blogs, 24 September 2011, 4 pp.",DE-023,male,male,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sole author male,0,0,1,No,No,11,no,upper/grad,other
5,DE,Other,"Tonietto, R., et al. 2011. A comparison of bee communities of Chicago green roofs, parks, and prairies. Landscape and Urban Planning 103: 102-108.",DE-023,male,female,NA,male,male,male,NA,NA,female,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,first author female and last author male,0.4,2,3,No,No,11,no,upper/grad,journal article
5,DE,Other,"Beck, Travis. 2013. The Stuff of Life: Promoting Living Soils and Healthy Waters, In: Principles of Ecological Landscape Design. Washington, DC: Island Press, 2013. 125-152.",DE-023,male,male,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sole author male,0,0,1,No,No,11,no,upper/grad,book chapter
5,DE,Other,"Caro, Tim, et al. 2012. Conservation in the Anthropocene. Conservation Biology 26: 185-188.",DE-023,male,male,NA,female,male,male,NA,NA,female,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,first author male and last author female,0.4,2,3,No,No,11,no,upper/grad,journal article
5,DE,Other,"Mendelson, Jon, et al. 1994. Carving up the woods: savanna restoration in northeastern Illinois. Restoration and Management Notes 10(2): 127-131.",DE-023,male,male,NA,female,male,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,first author male and last author female,0.3333333333333333,1,2,No,No,11,no,upper/grad,journal article
5,DE,Other,"Wilhelm, Gerry. 2009. The Realities of CO2: Seeing through the Smog of Rhetoric and Politics. Elmhurst, IL: Conservation Research Institute, 14 pp.",DE-023,male,male,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sole author male,0,0,1,No,No,11,no,upper/grad,other
5,DE,Other,"Nelson, Paul. 2010. The biogeography of Missouri. Chapter 1 (pp. 2-35) in: The Terrestrial Natural Communities of Missouri. Jefferson City, MO: Missouri Natural Areas Committee.",DE-023,male,male,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sole author male,0,0,1,No,No,11,no,upper/grad,book chapter
5,DE,Other,"Beck, Travis. 2013. Principles of Ecological Landscape Design. Washington DC: Island Press xiv + 280 pp.",DE-023,male,male,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sole author male,0,0,1,No,No,11,no,upper/grad,book
5,DE,Other,"Patchett, James and G. Wilhelm. 2012. Designing sustainable systems: fact or fancy? Elmhurst, IL: Conservation Research Institute, 9 pp.",DE-023,male,male,NA,unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,first author male and last author unknown,0,0,1,No,No,11,no,upper/grad,other
